experience_coding,python_user,r_user,sql_user,most_used,compensation,category
4.1,False,False,True,,62773.0,< 5 Years
1.3,False,False,True,,64915.0,< 5 Years
1.5,False,False,False,TensorFlow,392.0,< 5 Years
2.0,False,False,False,Scikit-learn,71648.0,< 5 Years
0.0,False,False,False,,152.0,< 5 Years
1.6,False,False,False,PyTorch,6223.0,< 5 Years
0.0,False,False,False,,213.0,< 5 Years
1.5,False,False,False,Scikit-learn,87496.0,< 5 Years
8.7,False,False,False,Scikit-learn,574.0,5-10 Years
2.3,False,False,False,Scikit-learn,53008.0,< 5 Years
4.6,False,True,False,Scikit-learn,59861.0,< 5 Years
0.42,False,False,False,Scikit-learn,53360.0,< 5 Years
8.6,False,False,False,Scikit-learn,50717.0,5-10 Years
1.1,False,True,False,Scikit-learn,412.0,< 5 Years
12.1,False,False,True,Scikit-learn,55683.0,< 10-15 Years
13.7,False,False,True,Scikit-learn,70964.0,< 10-15 Years
2.0,False,False,True,Scikit-learn,263.0,< 5 Years
0.67,False,False,False,Scikit-learn,59106.0,< 5 Years
16.0,False,False,False,Scikit-learn,7515.0,< 15-20 Years
24.6,False,False,False,Keras,36607.0, 25+ Years
0.46,False,False,False,Scikit-learn,116220.0,< 5 Years
2.0,False,False,True,,6673.0,< 5 Years
4.4,False,False,True,,85518.0,< 5 Years
1.9,False,False,True,,11974.0,< 5 Years
0.36,False,False,False,,57627.0,< 5 Years
2.9,False,False,True,,52674.0,< 5 Years
0.96,False,False,False,,14341.0,< 5 Years
0.29,False,False,False,,65194.0,< 5 Years
6.2,False,False,True,Keras,47120.0,5-10 Years
7.7,False,False,True,Scikit-learn,216342.0,5-10 Years
0.85,False,True,True,TensorFlow,55812.0,< 5 Years
0.48,False,False,False,Scikit-learn,63558.0,< 5 Years
0.7,False,True,False,Scikit-learn,2.0,< 5 Years
1.7,False,False,False,Scikit-learn,990.0,< 5 Years
4.6,False,False,False,,66391.0,< 5 Years
1.4,False,False,False,,67092.0,< 5 Years
2.4,False,False,False,PyTorch,73237.0,< 5 Years
0.0,False,False,False,,397.0,< 5 Years
22.3,False,True,True,Keras,74924.0, 25+ Years
0.43,False,False,True,Scikit-learn,74413.0,< 5 Years
4.3,False,True,True,Scikit-learn,314.0,< 5 Years
1.7,False,False,False,Keras,71130.0,< 5 Years
3.9,False,True,True,PyTorch,63553.0,< 5 Years
9.0,False,False,False,TensorFlow,65583.0,5-10 Years
2.8,False,False,True,,69966.0,< 5 Years
9.4,False,False,False,Scikit-learn,19151.0,5-10 Years
0.61,False,False,False,,61535.0,< 5 Years
0.0,False,False,False,,33.0,< 5 Years
1.6,False,False,False,Scikit-learn,1620.0,< 5 Years
4.6,False,True,False,TensorFlow,174031.0,< 5 Years
4.7,False,False,False,Scikit-learn,59166.0,< 5 Years
2.0,False,False,True,,56007.0,< 5 Years
12.0,False,True,True,TensorFlow,770.0,< 10-15 Years
0.0,False,False,False,,650.0,< 5 Years
11.8,False,False,True,Scikit-learn,17280.0,< 10-15 Years
10.1,False,False,True,Keras,66423.0,< 10-15 Years
7.9,False,True,False,Scikit-learn,4773.0,5-10 Years
1.6,False,False,False,Scikit-learn,71015.0,< 5 Years
2.9,False,False,False,,56635.0,< 5 Years
17.4,False,False,False,PyTorch,59309.0,< 15-20 Years
1.6,False,False,False,Scikit-learn,53217.0,< 5 Years
2.8,False,False,True,Scikit-learn,56685.0,< 5 Years
0.85,False,False,True,Scikit-learn,50134.0,< 5 Years
4.8,False,False,True,,59360.0,< 5 Years
20.8,False,False,False,Keras,271259.0, 25+ Years
0.86,False,False,True,,260.0,< 5 Years
4.1,False,True,True,Scikit-learn,58295.0,< 5 Years
2.5,False,False,True,Keras,7842.0,< 5 Years
14.4,False,False,True,Keras,44658.0,< 10-15 Years
0.28,False,False,False,TensorFlow,57964.0,< 5 Years
0.23,False,False,True,,62732.0,< 5 Years
0.0,False,False,False,,30328.0,< 5 Years
0.64,False,False,True,Scikit-learn,3806.0,< 5 Years
12.3,False,False,False,TensorFlow,294081.0,< 10-15 Years
1.0,False,False,True,Keras,74343.0,< 5 Years
4.6,False,False,False,PyTorch,54219.0,< 5 Years
0.28,False,False,False,,63899.0,< 5 Years
2.0,False,False,False,Keras,57399.0,< 5 Years
29.3,False,False,False,Scikit-learn,91973.0, 25+ Years
23.6,False,False,False,,833113.0, 25+ Years
0.66,False,False,False,TensorFlow,5414.0,< 5 Years
1.1,False,False,True,Keras,12134.0,< 5 Years
27.2,False,False,False,,103943.0, 25+ Years
29.7,False,False,False,Keras,36913.0, 25+ Years
4.3,False,False,True,PyTorch,11790.0,< 5 Years
2.2,False,False,False,,10741.0,< 5 Years
2.6,False,False,False,,65722.0,< 5 Years
1.9,False,False,True,Scikit-learn,53287.0,< 5 Years
3.1,False,False,False,,6399.0,< 5 Years
1.1,False,True,True,TensorFlow,945.0,< 5 Years
2.4,False,False,False,PyTorch,69665.0,< 5 Years
2.4,False,True,False,TensorFlow,803.0,< 5 Years
5.2,False,False,False,Scikit-learn,407.0,5-10 Years
1.0,False,False,False,TensorFlow,51131.0,< 5 Years
4.7,False,False,True,,59647.0,< 5 Years
4.6,False,True,False,,70278.0,< 5 Years
1.6,False,False,False,TensorFlow,71752.0,< 5 Years
0.59,False,False,False,,67410.0,< 5 Years
5.3,False,False,True,Scikit-learn,80974.0,5-10 Years
0.61,False,False,False,Scikit-learn,12942.0,< 5 Years
10.6,False,True,False,Keras,98986.0,< 10-15 Years
2.7,False,True,False,TensorFlow,60022.0,< 5 Years
2.8,False,False,False,PyTorch,66848.0,< 5 Years
3.7,False,False,False,Scikit-learn,60799.0,< 5 Years
0.5,False,False,False,,74952.0,< 5 Years
0.44,False,False,False,Scikit-learn,53684.0,< 5 Years
0.0,False,False,False,,847.0,< 5 Years
0.99,False,False,True,Scikit-learn,222.0,< 5 Years
26.1,False,False,False,,18911.0, 25+ Years
0.95,False,False,False,,65200.0,< 5 Years
1.4,False,False,False,Scikit-learn,74263.0,< 5 Years
3.0,False,False,True,TensorFlow,28482.0,< 5 Years
2.0,False,False,True,Scikit-learn,62888.0,< 5 Years
5.2,False,False,True,,58201.0,5-10 Years
1.9,False,True,True,,71011.0,< 5 Years
2.4,False,False,False,PyTorch,70858.0,< 5 Years
0.0,False,False,False,,995.0,< 5 Years
1.0,False,False,True,Scikit-learn,62859.0,< 5 Years
4.3,False,False,False,Scikit-learn,46627.0,< 5 Years
0.0,False,False,False,,7335.0,< 5 Years
7.6,False,True,False,PyTorch,2373.0,5-10 Years
0.97,False,False,False,,58048.0,< 5 Years
0.61,False,False,False,Keras,11712.0,< 5 Years
16.1,False,False,False,TensorFlow,83650.0,< 15-20 Years
0.0,False,False,False,,51567.0,< 5 Years
9.6,False,True,True,TensorFlow,1021129.0,5-10 Years
5.0,False,False,True,Keras,69822.0,5-10 Years
0.0,False,False,False,,22727.0,< 5 Years
24.1,False,False,False,TensorFlow,2967.0, 25+ Years
0.75,False,False,False,,36.0,< 5 Years
0.2,False,False,False,Keras,10179.0,< 5 Years
1.9,False,False,False,,73152.0,< 5 Years
0.92,False,True,True,,58850.0,< 5 Years
2.5,False,False,True,Scikit-learn,1059.0,< 5 Years
0.95,False,False,False,TensorFlow,26511.0,< 5 Years
0.58,False,True,True,TensorFlow,53850.0,< 5 Years
4.2,False,False,True,,14757.0,< 5 Years
1.4,False,False,False,Scikit-learn,1114689.0,< 5 Years
0.96,False,False,False,,50453.0,< 5 Years
1.8,False,False,True,Scikit-learn,13693.0,< 5 Years
0.0,False,False,False,,1195.0,< 5 Years
2.7,False,False,False,Keras,3435.0,< 5 Years
14.0,False,False,True,,56261.0,< 10-15 Years
1.6,False,True,False,PyTorch,47757.0,< 5 Years
3.1,False,True,True,Scikit-learn,84373.0,< 5 Years
2.4,False,False,True,,64845.0,< 5 Years
3.1,False,True,True,Keras,53605.0,< 5 Years
2.0,False,False,True,Scikit-learn,56288.0,< 5 Years
7.4,False,False,True,,71865.0,5-10 Years
3.9,False,False,False,Scikit-learn,40895.0,< 5 Years
0.82,False,False,True,,56235.0,< 5 Years
2.9,False,False,False,Scikit-learn,61084.0,< 5 Years
1.7,False,False,False,Keras,51413.0,< 5 Years
0.68,False,False,True,Scikit-learn,52698.0,< 5 Years
0.52,False,False,False,Scikit-learn,55386.0,< 5 Years
20.5,False,False,True,Scikit-learn,49047.0, 25+ Years
12.9,False,False,False,Scikit-learn,448450.0,< 10-15 Years
1.4,False,False,True,TensorFlow,4197.0,< 5 Years
1.8,False,True,False,Keras,4872.0,< 5 Years
4.1,False,True,False,,71299.0,< 5 Years
0.48,False,False,True,Scikit-learn,63482.0,< 5 Years
1.5,False,False,True,Scikit-learn,1542.0,< 5 Years
4.7,False,False,False,PyTorch,36321.0,< 5 Years
0.24,False,False,True,,56673.0,< 5 Years
14.9,False,False,True,Scikit-learn,174744.0,< 10-15 Years
2.9,False,True,True,Keras,63176.0,< 5 Years
1.5,False,False,False,,65241.0,< 5 Years
0.63,False,False,True,,19310.0,< 5 Years
2.4,False,True,True,Keras,65605.0,< 5 Years
0.78,False,True,False,,638.0,< 5 Years
6.6,False,True,False,Keras,21928.0,5-10 Years
0.41,False,False,False,Scikit-learn,9238.0,< 5 Years
1.4,False,False,True,,888.0,< 5 Years
0.51,False,False,False,TensorFlow,61461.0,< 5 Years
1.1,False,False,True,Scikit-learn,48536.0,< 5 Years
7.7,False,False,False,TensorFlow,51002.0,5-10 Years
2.6,False,False,True,Scikit-learn,45590.0,< 5 Years
4.2,False,False,False,Keras,65906.0,< 5 Years
0.45,False,False,False,,421.0,< 5 Years
17.9,False,False,False,Scikit-learn,53607.0,< 15-20 Years
1.0,False,False,True,,71312.0,< 5 Years
3.9,False,False,True,Keras,66897.0,< 5 Years
3.6,False,False,True,,53105.0,< 5 Years
1.0,False,False,False,,57536.0,< 5 Years
23.0,False,True,False,,72777.0, 25+ Years
0.52,False,False,True,Scikit-learn,1971.0,< 5 Years
19.3,False,False,False,TensorFlow,69872.0,< 15-20 Years
0.0,False,False,False,,4426.0,< 5 Years
22.6,False,False,False,Scikit-learn,123520.0, 25+ Years
0.47,False,False,True,TensorFlow,3697.0,< 5 Years
1.8,False,False,False,Scikit-learn,64346.0,< 5 Years
0.84,False,True,False,,56469.0,< 5 Years
3.5,False,False,False,,63251.0,< 5 Years
0.29,False,False,True,,53810.0,< 5 Years
2.1,False,False,False,,54975.0,< 5 Years
28.2,False,False,False,Keras,25705.0, 25+ Years
0.0,False,False,False,,3072.0,< 5 Years
0.62,False,False,False,Scikit-learn,73623.0,< 5 Years
0.3,False,False,False,,74188.0,< 5 Years
11.3,False,False,True,Keras,10753.0,< 10-15 Years
0.41,False,True,False,,62468.0,< 5 Years
5.7,False,False,True,TensorFlow,55942.0,5-10 Years
8.6,False,False,True,,114153.0,5-10 Years
0.99,False,True,True,,64418.0,< 5 Years
2.0,False,True,True,Scikit-learn,53068.0,< 5 Years
2.7,False,True,True,TensorFlow,119690.0,< 5 Years
9.6,False,False,True,PyTorch,115.0,5-10 Years
2.4,False,False,True,,68564.0,< 5 Years
4.6,False,False,False,TensorFlow,4755.0,< 5 Years
1.2,False,False,False,,59699.0,< 5 Years
23.1,False,False,True,Scikit-learn,131167.0, 25+ Years
13.8,False,False,False,Scikit-learn,825.0,< 10-15 Years
0.0,False,False,False,,37552.0,< 5 Years
0.32,False,False,False,Keras,60090.0,< 5 Years
5.3,False,False,True,Scikit-learn,21847.0,5-10 Years
2.5,False,False,False,TensorFlow,56134.0,< 5 Years
3.1,False,False,False,TensorFlow,68370.0,< 5 Years
3.8,False,False,False,,54695.0,< 5 Years
27.2,False,False,False,Keras,5358.0, 25+ Years
3.8,False,True,False,Scikit-learn,101869.0,< 5 Years
12.8,False,True,False,Keras,7593.0,< 10-15 Years
12.4,False,False,True,,83629.0,< 10-15 Years
0.68,False,False,False,Scikit-learn,55915.0,< 5 Years
4.4,False,True,False,PyTorch,72484.0,< 5 Years
3.9,False,False,True,,50385.0,< 5 Years
21.3,False,False,False,PyTorch,64776.0, 25+ Years
0.0,False,False,False,,2910.0,< 5 Years
0.37,False,False,False,,50864.0,< 5 Years
0.34,False,False,True,Scikit-learn,54306.0,< 5 Years
0.0,False,False,False,,11319.0,< 5 Years
2.9,False,False,False,,198.0,< 5 Years
2.6,False,False,False,Keras,56238.0,< 5 Years
7.8,False,False,True,Scikit-learn,25374.0,5-10 Years
4.0,False,True,False,Scikit-learn,20167.0,< 5 Years
8.6,False,False,True,Scikit-learn,71759.0,5-10 Years
2.9,False,False,False,Scikit-learn,1163.0,< 5 Years
0.89,False,False,False,Scikit-learn,70203.0,< 5 Years
16.4,False,False,True,Keras,1325880.0,< 15-20 Years
0.79,False,False,False,Keras,2671.0,< 5 Years
0.48,False,False,False,Scikit-learn,70921.0,< 5 Years
0.77,False,False,False,Scikit-learn,117498.0,< 5 Years
0.23,False,True,True,Keras,52970.0,< 5 Years
2.6,False,False,False,,62538.0,< 5 Years
1.0,False,False,False,Scikit-learn,52986.0,< 5 Years
15.4,False,False,False,TensorFlow,10553.0,< 15-20 Years
0.33,False,False,False,,73592.0,< 5 Years
3.6,False,False,True,TensorFlow,72091.0,< 5 Years
0.85,False,False,False,,57155.0,< 5 Years
1.9,False,True,False,Scikit-learn,58915.0,< 5 Years
2.5,False,False,False,PyTorch,65200.0,< 5 Years
3.7,False,True,True,,1299.0,< 5 Years
1.2,False,False,True,TensorFlow,55657.0,< 5 Years
1.5,False,False,False,,53257.0,< 5 Years
2.6,False,False,True,,67012.0,< 5 Years
0.68,False,True,True,Scikit-learn,47377.0,< 5 Years
4.5,False,False,False,Scikit-learn,12151.0,< 5 Years
3.4,False,True,True,Scikit-learn,51039.0,< 5 Years
17.4,False,False,False,PyTorch,39509.0,< 15-20 Years
1.8,False,True,False,Scikit-learn,70228.0,< 5 Years
1.7,False,False,True,,2066.0,< 5 Years
4.3,False,True,False,Scikit-learn,86125.0,< 5 Years
2.5,False,False,False,,326.0,< 5 Years
7.4,False,False,True,,34289.0,5-10 Years
1.8,False,True,False,Scikit-learn,62087.0,< 5 Years
5.9,False,True,False,PyTorch,44412.0,5-10 Years
2.0,False,False,False,Scikit-learn,71530.0,< 5 Years
1.0,False,False,False,Scikit-learn,59034.0,< 5 Years
2.2,False,False,True,Scikit-learn,54481.0,< 5 Years
2.2,False,False,True,,19724.0,< 5 Years
0.94,False,True,False,,192.0,< 5 Years
1.5,False,False,True,Scikit-learn,62831.0,< 5 Years
1.9,False,False,True,TensorFlow,410.0,< 5 Years
1.8,False,False,False,Keras,58932.0,< 5 Years
2.8,False,True,True,TensorFlow,10317.0,< 5 Years
1.8,False,False,False,,69382.0,< 5 Years
0.0,False,False,False,,669.0,< 5 Years
0.69,False,True,False,TensorFlow,5420.0,< 5 Years
0.58,False,False,True,,7832.0,< 5 Years
4.4,False,True,True,TensorFlow,9628.0,< 5 Years
11.1,False,False,False,Scikit-learn,123508.0,< 10-15 Years
9.2,False,False,True,,1562.0,5-10 Years
7.0,False,False,False,,73384.0,5-10 Years
2.3,False,False,False,Keras,68500.0,< 5 Years
4.1,False,False,False,Scikit-learn,55666.0,< 5 Years
2.1,False,False,True,,1742.0,< 5 Years
3.6,False,True,True,Scikit-learn,11385.0,< 5 Years
0.38,False,False,True,,72907.0,< 5 Years
9.1,False,True,False,PyTorch,23586.0,5-10 Years
2.1,False,False,True,PyTorch,71451.0,< 5 Years
4.6,False,False,True,PyTorch,7216.0,< 5 Years
3.8,False,False,False,Keras,4409.0,< 5 Years
2.2,False,False,True,Keras,9636.0,< 5 Years
0.0,False,False,False,,4160.0,< 5 Years
3.3,False,True,True,PyTorch,375.0,< 5 Years
1.0,False,False,False,Scikit-learn,5383.0,< 5 Years
1.9,False,True,False,,12990.0,< 5 Years
3.8,False,False,False,Keras,66514.0,< 5 Years
4.3,False,False,False,Scikit-learn,9496.0,< 5 Years
2.4,False,True,True,Scikit-learn,107892.0,< 5 Years
3.7,False,True,True,Scikit-learn,178180.0,< 5 Years
10.1,False,False,True,Scikit-learn,63345.0,< 10-15 Years
10.0,False,True,True,Scikit-learn,553.0,< 10-15 Years
7.7,False,False,False,TensorFlow,2500.0,5-10 Years
1.5,False,False,False,,359.0,< 5 Years
0.47,False,False,True,Scikit-learn,6467.0,< 5 Years
0.26,False,True,False,,59508.0,< 5 Years
0.7,False,False,True,,1750.0,< 5 Years
3.9,False,False,False,Scikit-learn,10465.0,< 5 Years
1.9,False,False,True,Keras,56934.0,< 5 Years
3.0,False,False,True,PyTorch,74041.0,< 5 Years
1.1,False,False,False,,19334.0,< 5 Years
6.5,False,False,True,Scikit-learn,69710.0,5-10 Years
2.5,False,False,False,TensorFlow,60497.0,< 5 Years
9.0,False,False,True,Scikit-learn,114608.0,5-10 Years
4.5,False,False,True,TensorFlow,6052.0,< 5 Years
9.0,False,False,False,PyTorch,52564.0,5-10 Years
1.5,False,True,False,,72782.0,< 5 Years
0.0,False,False,False,,212520.0,< 5 Years
2.2,False,True,True,Keras,706.0,< 5 Years
14.2,False,False,False,,8104.0,< 10-15 Years
4.2,False,False,True,PyTorch,59928.0,< 5 Years
0.0,False,False,False,,57734.0,< 5 Years
2.7,False,False,True,PyTorch,1967.0,< 5 Years
14.7,False,False,True,Scikit-learn,18404.0,< 10-15 Years
2.8,False,False,False,Keras,57674.0,< 5 Years
5.8,False,False,False,TensorFlow,3291.0,5-10 Years
0.48,False,False,False,PyTorch,64076.0,< 5 Years
9.6,False,False,False,PyTorch,73251.0,5-10 Years
4.6,False,False,True,Keras,175190.0,< 5 Years
15.4,False,True,True,Scikit-learn,170588.0,< 15-20 Years
2.3,False,True,True,Keras,73430.0,< 5 Years
0.88,False,False,False,,59062.0,< 5 Years
4.7,False,True,True,Keras,31219.0,< 5 Years
0.98,False,False,False,,60570.0,< 5 Years
0.8,False,False,False,,71398.0,< 5 Years
1.7,False,True,False,TensorFlow,63497.0,< 5 Years
13.8,False,False,True,TensorFlow,101798.0,< 10-15 Years
8.6,False,False,True,,3785.0,5-10 Years
3.5,False,False,False,Keras,74623.0,< 5 Years
1.9,False,False,False,Scikit-learn,56059.0,< 5 Years
23.2,False,False,True,Scikit-learn,182307.0, 25+ Years
4.8,False,False,False,PyTorch,54088.0,< 5 Years
14.2,False,False,False,,8018.0,< 10-15 Years
3.9,False,False,True,Scikit-learn,32764.0,< 5 Years
6.1,False,False,True,PyTorch,58686.0,5-10 Years
14.7,False,False,True,Scikit-learn,16345.0,< 10-15 Years
1.6,False,False,False,Scikit-learn,51734.0,< 5 Years
24.3,False,False,False,,59507.0, 25+ Years
4.5,False,True,True,,73662.0,< 5 Years
0.86,False,False,True,Scikit-learn,64628.0,< 5 Years
0.23,False,False,True,,2198.0,< 5 Years
0.51,False,True,True,,57421.0,< 5 Years
3.3,False,False,False,PyTorch,1081.0,< 5 Years
0.0,False,False,False,,660.0,< 5 Years
7.3,False,False,False,,19145.0,5-10 Years
1.8,False,True,True,Keras,118059.0,< 5 Years
17.9,False,False,True,PyTorch,53080.0,< 15-20 Years
0.63,False,False,False,,778.0,< 5 Years
0.51,False,False,True,Scikit-learn,110677.0,< 5 Years
1.3,False,True,False,PyTorch,73535.0,< 5 Years
0.0,False,False,False,,6632.0,< 5 Years
0.49,False,False,False,,56014.0,< 5 Years
0.26,False,False,False,TensorFlow,16220.0,< 5 Years
10.4,False,True,True,Scikit-learn,225459.0,< 10-15 Years
2.1,False,False,True,PyTorch,450.0,< 5 Years
2.7,False,False,False,Keras,2905.0,< 5 Years
2.1,False,False,True,Scikit-learn,900.0,< 5 Years
3.3,False,True,False,PyTorch,177148.0,< 5 Years
0.0,False,False,False,,498.0,< 5 Years
0.52,False,False,True,,11072.0,< 5 Years
2.9,False,False,False,Keras,3211.0,< 5 Years
3.6,False,False,False,TensorFlow,57729.0,< 5 Years
9.8,False,False,False,,74409.0,5-10 Years
4.1,False,False,False,Keras,72965.0,< 5 Years
0.87,False,False,False,,68943.0,< 5 Years
1.0,False,False,False,TensorFlow,62306.0,< 5 Years
0.38,False,False,False,Keras,16528.0,< 5 Years
29.3,False,False,False,Scikit-learn,70122.0, 25+ Years
2.0,False,True,False,,71851.0,< 5 Years
4.2,False,False,False,Scikit-learn,56503.0,< 5 Years
0.36,False,True,True,,56829.0,< 5 Years
0.65,False,False,False,,60341.0,< 5 Years
25.6,False,False,False,TensorFlow,293342.0, 25+ Years
1.4,False,True,False,Scikit-learn,51927.0,< 5 Years
0.36,False,False,True,Scikit-learn,551.0,< 5 Years
0.21,False,False,False,,12663.0,< 5 Years
1.3,False,True,True,Scikit-learn,98.0,< 5 Years
8.3,False,True,True,TensorFlow,11332.0,5-10 Years
0.9,False,False,False,,1744.0,< 5 Years
2.1,False,False,False,,58582.0,< 5 Years
7.3,False,True,True,PyTorch,14181.0,5-10 Years
2.2,False,False,False,Scikit-learn,1475.0,< 5 Years
25.1,False,False,True,,153134.0, 25+ Years
12.6,False,False,True,Scikit-learn,1620.0,< 10-15 Years
0.68,False,False,False,,57475.0,< 5 Years
2.6,False,False,False,PyTorch,57609.0,< 5 Years
0.32,False,False,False,Scikit-learn,32402.0,< 5 Years
0.47,False,False,False,,56818.0,< 5 Years
0.52,False,True,True,Scikit-learn,488.0,< 5 Years
5.5,False,False,False,Keras,47210.0,5-10 Years
2.1,False,False,True,,5358.0,< 5 Years
0.0,False,False,False,,2239.0,< 5 Years
2.0,False,False,False,Scikit-learn,167693.0,< 5 Years
0.39,False,False,False,Keras,74939.0,< 5 Years
1.0,False,False,False,Scikit-learn,51025.0,< 5 Years
2.1,False,False,True,TensorFlow,58074.0,< 5 Years
3.4,False,False,True,TensorFlow,77331.0,< 5 Years
4.3,False,False,False,Scikit-learn,1446.0,< 5 Years
7.4,False,False,True,Scikit-learn,10003.0,5-10 Years
12.8,False,False,False,,51698.0,< 10-15 Years
0.33,False,True,True,Scikit-learn,747.0,< 5 Years
0.72,False,False,False,,54099.0,< 5 Years
0.58,False,False,False,Scikit-learn,99534.0,< 5 Years
0.0,False,False,False,,38571.0,< 5 Years
0.0,False,False,False,,1937.0,< 5 Years
0.32,False,False,True,Keras,811.0,< 5 Years
0.85,False,False,False,,50735.0,< 5 Years
0.22,False,False,False,,3871.0,< 5 Years
2.4,False,False,True,Scikit-learn,53101.0,< 5 Years
2.2,False,False,False,,53192.0,< 5 Years
25.8,False,False,False,Scikit-learn,260651.0, 25+ Years
2.3,False,False,False,TensorFlow,45626.0,< 5 Years
6.3,False,False,True,,50471.0,5-10 Years
1.5,False,False,False,PyTorch,279.0,< 5 Years
2.5,False,False,False,PyTorch,74351.0,< 5 Years
0.47,False,False,False,,608.0,< 5 Years
2.2,False,True,True,Scikit-learn,52466.0,< 5 Years
1.9,False,False,False,Scikit-learn,62256.0,< 5 Years
0.98,False,False,False,,104520.0,< 5 Years
2.5,False,False,False,Keras,221.0,< 5 Years
2.9,False,False,False,,812.0,< 5 Years
8.8,False,True,True,Scikit-learn,53253.0,5-10 Years
0.23,False,False,True,Keras,4800.0,< 5 Years
3.3,False,False,False,,74768.0,< 5 Years
0.88,False,False,False,PyTorch,452.0,< 5 Years
0.89,False,False,False,,9742.0,< 5 Years
1.5,False,False,True,TensorFlow,322.0,< 5 Years
9.5,False,False,False,,72320.0,5-10 Years
4.0,False,False,False,TensorFlow,61868.0,< 5 Years
2.8,False,False,False,TensorFlow,54438.0,< 5 Years
15.8,False,True,False,,160078.0,< 15-20 Years
0.94,False,False,False,,10634.0,< 5 Years
1.8,False,False,True,Scikit-learn,69.0,< 5 Years
1.2,False,False,False,Scikit-learn,58803.0,< 5 Years
4.1,False,False,True,Scikit-learn,639.0,< 5 Years
6.7,False,True,False,,530.0,5-10 Years
6.4,False,False,False,TensorFlow,57955.0,5-10 Years
2.3,False,True,True,Keras,30154.0,< 5 Years
0.72,False,False,False,Scikit-learn,63499.0,< 5 Years
15.4,False,False,False,Scikit-learn,184286.0,< 15-20 Years
2.9,False,False,False,Keras,565.0,< 5 Years
2.2,False,False,True,Scikit-learn,34889.0,< 5 Years
0.46,False,False,True,,64189.0,< 5 Years
0.0,False,False,False,,1309.0,< 5 Years
2.1,False,False,False,TensorFlow,52669.0,< 5 Years
2.3,False,False,False,PyTorch,84208.0,< 5 Years
5.3,False,False,False,TensorFlow,91336.0,5-10 Years
8.5,False,True,True,Scikit-learn,55365.0,5-10 Years
0.64,False,False,False,,60756.0,< 5 Years
1.8,False,False,True,Keras,22400.0,< 5 Years
25.2,False,False,False,Scikit-learn,60774.0, 25+ Years
1.7,False,False,False,,60156.0,< 5 Years
5.0,False,False,False,Keras,6029.0,5-10 Years
0.75,False,False,False,Scikit-learn,54678.0,< 5 Years
2.0,False,False,False,Scikit-learn,102106.0,< 5 Years
3.9,False,False,True,Scikit-learn,1285.0,< 5 Years
9.8,False,False,True,,2969.0,5-10 Years
0.43,False,False,False,,205.0,< 5 Years
0.0,False,False,False,,16072.0,< 5 Years
0.29,False,False,False,,53905.0,< 5 Years
15.1,False,False,True,,93473.0,< 15-20 Years
0.87,False,True,True,Scikit-learn,60379.0,< 5 Years
1.1,False,True,False,Scikit-learn,65664.0,< 5 Years
0.75,False,False,False,,69324.0,< 5 Years
22.0,False,False,False,TensorFlow,110049.0, 25+ Years
2.9,False,True,True,Scikit-learn,50696.0,< 5 Years
0.39,False,False,False,Scikit-learn,178.0,< 5 Years
0.5,False,False,False,Keras,22783.0,< 5 Years
0.44,False,False,False,,69953.0,< 5 Years
16.5,False,True,True,Scikit-learn,84301.0,< 15-20 Years
0.0,False,False,False,,3635.0,< 5 Years
1.4,False,True,True,,58319.0,< 5 Years
1.4,False,False,False,Scikit-learn,53065.0,< 5 Years
5.5,False,True,True,Scikit-learn,85085.0,5-10 Years
6.8,False,False,False,PyTorch,59343.0,5-10 Years
0.34,False,False,False,Scikit-learn,52783.0,< 5 Years
1.7,False,False,True,,60809.0,< 5 Years
2.4,False,True,True,Keras,19716.0,< 5 Years
2.9,False,True,True,Scikit-learn,743.0,< 5 Years
1.5,False,False,True,,111.0,< 5 Years
0.0,False,False,False,,28517.0,< 5 Years
9.1,False,False,False,PyTorch,4328.0,5-10 Years
0.89,False,False,False,,71559.0,< 5 Years
7.5,False,False,False,Keras,39394.0,5-10 Years
0.73,False,False,False,Scikit-learn,12259.0,< 5 Years
0.59,False,False,False,,1357.0,< 5 Years
3.7,False,False,True,TensorFlow,73956.0,< 5 Years
8.4,False,False,False,TensorFlow,53782.0,5-10 Years
7.1,False,True,True,Scikit-learn,8051.0,5-10 Years
4.3,False,False,False,TensorFlow,52990.0,< 5 Years
0.0,False,False,False,,6652.0,< 5 Years
29.5,False,True,True,PyTorch,63034.0, 25+ Years
6.5,False,False,False,Scikit-learn,59677.0,5-10 Years
2.9,False,False,True,Scikit-learn,9602.0,< 5 Years
3.2,False,False,True,Scikit-learn,57829.0,< 5 Years
0.0,False,False,False,,364.0,< 5 Years
5.3,False,False,True,Scikit-learn,53624.0,5-10 Years
2.2,False,True,False,Scikit-learn,65576.0,< 5 Years
11.8,False,True,False,Keras,87271.0,< 10-15 Years
0.47,False,False,False,Scikit-learn,88288.0,< 5 Years
22.1,False,False,False,Scikit-learn,208270.0, 25+ Years
0.97,False,False,False,Scikit-learn,57951.0,< 5 Years
1.7,False,False,False,,56083.0,< 5 Years
0.87,False,False,False,,61047.0,< 5 Years
1.6,False,False,False,TensorFlow,685.0,< 5 Years
1.1,False,False,True,,51948.0,< 5 Years
0.0,False,False,False,,1792.0,< 5 Years
4.1,False,True,False,TensorFlow,17183.0,< 5 Years
15.2,False,False,False,Scikit-learn,19039.0,< 15-20 Years
2.6,False,True,True,Keras,72367.0,< 5 Years
20.6,False,False,True,TensorFlow,72202.0, 25+ Years
